"DateTime","Number of Cargo Ships","Number of Tanker Ships","7-day Moving Average","Prior Year: 7-day Moving Average"
"2020-04-20 00:00:00",27,11,55.714285714285715,42.57142857142857
"2020-04-21 00:00:00",41,18,55.142857142857146,41.714285714285715
"2020-04-22 00:00:00",39,11,53.285714285714285,44.142857142857146
"2020-04-23 00:00:00",37,14,51.42857142857143,45
"2020-04-24 00:00:00",39,9,49.857142857142854,45
"2020-04-25 00:00:00",41,8,49.285714285714285,45.42857142857143
"2020-04-26 00:00:00",38,15,49.714285714285715,46.285714285714285
"2020-04-27 00:00:00",43,14,52.42857142857143,45.857142857142854
"2020-04-28 00:00:00",36,13,51,47.42857142857143
"2020-04-29 00:00:00",32,15,50.57142857142857,46.714285714285715
"2020-04-30 00:00:00",41,15,51.285714285714285,47.142857142857146
"2020-05-01 00:00:00",50,12,53.285714285714285,45.142857142857146
"2020-05-02 00:00:00",33,12,52.714285714285715,43.42857142857143
"2020-05-03 00:00:00",44,11,53,42.285714285714285
"2020-05-04 00:00:00",41,17,53.142857142857146,43.714285714285715
"2020-05-05 00:00:00",41,17,54.42857142857143,44.42857142857143
"2020-05-06 00:00:00",39,13,55.142857142857146,45
